date,W_RMW,W_CMA,W_HML,turnover,selected_lambda,clip_hit
2023-07-31,0.345450429961997,0.3302499656998067,0.3242996043381961,0.0,3,0.0
2023-08-31,0.3451802129155863,0.3302903349684615,0.3245294521159522,0.0005404340928215623,3,0.0
2023-09-30,0.3447983444503782,0.3303571579856413,0.32484449756398054,0.0007637369304162589,3,0.0
2023-10-31,0.3430520857547938,0.33066609039944694,0.3262818238457593,0.003492517391168848,3,0.0
2023-11-30,0.3420146932700615,0.3308569438004758,0.32712836292946257,0.002074784969464394,3,0.0
2023-12-31,0.3433909240339021,0.3305912029395325,0.32601787302656526,0.002752461527681216,3,0.0
2024-01-31,0.3445343251984579,0.330315977291086,0.3251496975104561,0.002286802329111437,3,0.0
2024-02-29,0.34398054521953747,0.3303725384971282,0.32564691628333425,0.0011075599578407869,3,0.0
2024-03-31,0.3428753798322158,0.3305441504111861,0.32658046975659794,0.0022103307746432765,3,0.0
2024-04-30,0.3429549668048018,0.3305292832033773,0.3265157499918208,0.00015917394517195316,3,0.0
2024-05-31,0.34141493972752274,0.3308100027475774,0.3277750575248998,0.003080054154558143,3,0.0
2024-06-30,0.3418641894304441,0.3307145018929176,0.32742130867663816,0.0008984994058428009,3,0.0
2024-07-31,0.3664203849120889,0.3173159931470445,0.3162636219408666,0.049112390963289454,1,0.0
2024-08-31,0.3680861632158146,0.316754106955345,0.3151597298288405,0.0033315566074513248,1,0.0
2024-09-30,0.36809536339830917,0.31677787054199963,0.31512676605969114,6.592753829853804e-05,1,0.0
